Bridge_ID,State_Code,Year_Built,Daily_Traffic_Count,Material_Type,Design_Code,Deck_Condition,Superstructure_Condition,Substructure_Condition,Decade_Built,Average_Condition_Score,Maintenance_Urgency,Infrastructure_Generation
000000031350130,13,1975,1768,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011950870,13,1975,400,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024500730,13,1975,6240,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010700620,13,1975,1600,Concrete,Tee Beam,7.0,6.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014500580,13,1975,480,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006700830,13,1975,129020,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014550470,13,1975,550,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000016150020,13,1975,40,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010700610,13,1975,1600,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012101310,13,1975,90900,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011350100,13,1975,3290,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001950310,13,1975,310,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005150170,13,1975,4180,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011700010,13,1975,11410,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100700,13,1975,1490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029550360,13,1975,230,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,7.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008951220,13,1975,2202,Steel,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011950340,13,1975,20,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025300110,13,1975,730,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009900300,13,1975,60,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010550600,13,1975,490,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007150640,13,1975,170,Wood or Timber,Stringer/Multi-beam or Girder,6.0,7.0,6.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900400,13,1975,33110,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029700350,13,1975,2030,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005150150,13,1975,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028700140,13,1975,1420,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500540,13,1975,4950,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027700750,13,1975,3780,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700250,13,1975,3750,Steel,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007300240,13,1975,18010,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008150370,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006701300,13,1975,15290,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900410,13,1975,33110,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012350110,13,1975,490,Steel Continuous,Stringer/Multi-beam or Girder,6.0,5.0,6.0,1970,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000031300190,13,1975,27120,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007550420,13,1975,600,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001150210,13,1975,20,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006900630,13,1975,1050,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029550710,13,1975,1220,Steel,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1970,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000021300140,13,1975,5560,Concrete,Tee Beam,7.0,5.0,5.0,1970,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000024500970,13,1975,20650,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013551280,13,1975,1930,Steel,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000000150280,13,1975,190,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900520,13,1975,680,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900420,13,1975,45240,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550270,13,1975,50,Steel Continuous,Stringer/Multi-beam or Girder,7.0,6.0,3.0,1970,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000014550480,13,1975,490,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015300670,13,1975,22470,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027300150,13,1975,450,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000017100340,13,1975,130,Steel,Stringer/Multi-beam or Girder,7.0,6.0,6.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900430,13,1975,45240,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000000550140,13,1975,600,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012152490,13,1975,1940,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000017150220,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031750410,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030150200,13,1975,130,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027500410,13,1975,2400,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011700270,13,1975,54750,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031900240,13,1975,510,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011700280,13,1975,54750,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005500390,13,1975,1260,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029500380,13,1975,90,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008500170,13,1975,1910,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029150170,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031550250,13,1975,280,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012150990,13,1975,1940,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000018550300,13,1975,4120,Steel,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025750010,13,1975,600,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025950150,13,1975,20,Steel,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900410,13,1975,45240,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027500420,13,1975,2400,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031550050,13,1975,130,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031300250,13,1975,17050,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,5.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024550210,13,1975,2650,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003101000,13,1975,1614,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010500040,13,1975,4420,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009700420,13,1975,26200,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008550090,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007550160,13,1975,490,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005101420,13,1975,1420,Prestressed Concrete,Channel Beam,8.0,8.0,5.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024150380,13,1975,600,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031550040,13,1975,150,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900400,13,1975,45240,Concrete,Tee Beam,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500880,13,1975,1130,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012350430,13,1975,490,Steel,Stringer/Multi-beam or Girder,4.0,4.0,6.0,1970,4.67,Routine Monitoring,2. 1960 - 1970s Era
000000003900380,13,1975,45240,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031300260,13,1975,25620,Concrete,Tee Beam,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900390,13,1975,45240,Steel Continuous,Stringer/Multi-beam or Girder,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000016750050,13,1975,160,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004750210,13,1975,100,Steel,Stringer/Multi-beam or Girder,4.0,6.0,6.0,1970,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000015100100,13,1975,11860,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010900210,13,1975,590,Steel Continuous,Stringer/Multi-beam or Girder,7.0,6.0,5.0,1970,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000008700140,13,1975,11320,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010350110,13,1975,600,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019950190,13,1975,104,Steel,Stringer/Multi-beam or Girder,7.0,7.0,5.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000023150040,13,1975,490,Steel,Stringer/Multi-beam or Girder,6.0,6.0,7.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100990,13,1975,1614,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026150380,13,1975,320,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005500370,13,1975,620,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029550180,13,1975,360,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005101110,13,1975,67810,Steel Continuous,Stringer/Multi-beam or Girder,8.0,8.0,7.0,1970,7.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003150240,13,1975,250,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011150300,13,1975,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010700540,13,1975,940,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028950010,13,1975,80,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019900010,13,1975,600,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000022100140,13,1975,760,Steel,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021300290,13,1975,5880,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010700630,13,1975,1600,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015100120,13,1975,12810,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021300380,13,1975,2630,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700240,13,1975,23470,Steel,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005101120,13,1975,67810,Steel Continuous,Stringer/Multi-beam or Girder,8.0,8.0,7.0,1970,7.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004750090,13,1975,1420,Steel,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027551180,13,1975,4640,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026900320,13,1975,180,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005101410,13,1975,1920,Prestressed Concrete,Slab,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028500800,13,1976,17850,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006700840,13,1976,129020,Steel,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031550060,13,1976,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008900330,13,1976,23150,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030500230,13,1976,1380,Prestressed Concrete,Box Beam or Girders - Multiple,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025950280,13,1976,490,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000023150180,13,1976,90,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007100620,13,1976,70,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028700120,13,1976,290,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027100200,13,1976,740,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030750070,13,1976,490,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100570,13,1976,17900,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013550390,13,1976,14180,Steel,Stringer/Multi-beam or Girder,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000023500240,13,1976,1010,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024350100,13,1976,620,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005700150,13,1976,18950,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100590,13,1976,17900,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005750270,13,1976,2910,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500340,13,1976,19730,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003101050,13,1976,18950,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007500340,13,1976,500,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006701220,13,1976,35320,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001750160,13,1976,3670,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030550370,13,1976,410,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100610,13,1976,18400,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026700350,13,1976,590,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012105920,13,1976,26850,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013500130,13,1976,25730,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500330,13,1976,19730,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028500840,13,1976,16700,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015100690,13,1976,3440,Steel Continuous,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001500810,13,1976,88590,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100530,13,1976,340,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007700830,13,1976,10970,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009500580,13,1976,20850,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,6.0,1970,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027100210,13,1976,740,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025750390,13,1976,490,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027500530,13,1976,730,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100620,13,1976,18400,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014550130,13,1976,490,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024350250,13,1976,200,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007700240,13,1976,1060,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006700850,13,1976,121630,Steel,Stringer/Multi-beam or Girder,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003101040,13,1976,18950,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030350460,13,1976,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001350030,13,1976,730,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027750140,13,1976,600,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006300230,13,1976,20060,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010700600,13,1976,1540,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004551220,13,1976,490,Concrete,Tee Beam,7.0,7.0,6.0,1970,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007150350,13,1976,30,Wood or Timber,Stringer/Multi-beam or Girder,7.0,5.0,6.0,1970,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000028500810,13,1976,17850,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000020150070,13,1976,600,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012103820,13,1976,10470,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100580,13,1976,17900,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000002550210,13,1976,490,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000002100600,13,1976,18100,Prestressed Concrete,Slab,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005750260,13,1976,2202,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001500820,13,1976,83330,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006300220,13,1976,19500,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003150290,13,1976,320,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000028300080,13,1976,490,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005700620,13,1976,2202,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006700860,13,1976,121630,Steel,Stringer/Multi-beam or Girder,8.0,7.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012104630,13,1976,30970,Steel Continuous,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1970,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100940,13,1976,840,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003100520,13,1976,340,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013750050,13,1976,600,Concrete,Culvert,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029700340,13,1976,2030,Concrete,Tee Beam,7.0,7.0,7.0,1970,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
